Chapter #,Chapter Name,BlockL1_Id,BlockL1,BlockL2_Id,BlockL2,code,Category,synonymous,synonymous DSM - 5,Defination,ClassKind,DepthInKind
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C50,- - - - Malignant neoplasms of retroperitoneum,,,"A primary or metastatic malignant neoplasm involving the retroperitoneum. The vast majority of cases are carcinomas, lymphomas, or sarcomas.",category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C51,- - - - Malignant neoplasms of peritoneum,,,,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C52,- - - - Malignant neoplasms of omentum,,,,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C61,- - - - Invasive carcinoma of breast,,,,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C62,- - - - Inflammatory carcinoma of breast,,,"An advanced, invasive breast adenocarcinoma characterised by the presence of distinct changes in the overlying skin. These changes include diffuse erythema, edema, peau d'orange (skin of an orange) appearance, tenderness, induration, warmth, enlargement, and in some cases a palpable mass. The skin changes are the consequence of lymphatic obstruction from the underlying invasive breast adenocarcinoma. Microscopically, the dermal lymphatics show prominent infiltration by malignant cells. The invasive breast adenocarcinoma is usually of ductal, NOS type. There is not significant inflammatory cell infiltrate present, despite the name of this carcinoma.",category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C63,- - - - Malignant phyllodes tumour of breast,,,"A phyllodes tumour of the breast characterised by infiltrative margins and a sarcomatous stromal component. The sarcomatous stroma usually displays features of fibrosarcoma. Liposarcomatous, osteosarcomatous, or rhabdomyosarcomatous elements may also be present.",category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C6Z,"- - - - Malignant neoplasms of breast, unspecified",,,,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C70,- - - - Malignant neoplasms of vulva,,,"Squamous cell carcinoma of the vulva occurs predominantly in the older age group. Although the incidence rate of vulvar intraepithelial neoplasia is increasing, that of squamous cell carcinoma of the vulva is declining, reflecting earlier detection and more successful treatment. In addition to human papillomavirus infection, cigarette smoking is a putative risk factor for vulvar squamous cell carcinoma. There are three known precursor lesions: vulvar intraepithelial neoplasia, lichen sclerosis and chronic granulomatous disease. Other important epithelial malignancies of the vulva are Paget disease and Bartholin gland carcinoma. They are much less common than squamous lesions, and the risk factors are largely unknown. Prominent non-epithelial tumours are malignant melanoma and sarcoma botyoides.",category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C71,- - - - Malignant neoplasms of vagina,,,A primary or metastatic malignant tumour involving the vagina. Representative examples include carcinomas and sarcomas.,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C72,"- - - - Malignant neoplasms of uterine ligament, parametrium, or uterine adnexa",,,,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C73,- - - - Malignant neoplasms of ovary,,,"A primary or metastatic malignant neoplasm involving the ovary. Most primary malignant ovarian neoplasms are either carcinomas (serous, mucinous, or endometrioid adenocarcinomas) or malignant germ cell tumours. Metastatic malignant neoplasms to the ovary include carcinomas, lymphomas, and melanomas.",category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C73.0,- - - - - Carcinomas of ovary,,,,category,2
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C74,- - - - Malignant neoplasms of fallopian tube,,,"Tumours of the fallopian tube are much less common than the corresponding ovarian neoplasms; however, histologically the same surface epithelial-stromal tumour subtypes are recognised. Sex cord-stromal and germ cell tumours are rare. Hydatidiform moles and gestational choriocarcinoma are uncommon complications of tubal ectopic pregnancy. The wolffian adnexal tumour is also infrequent and typically occurs in the leaves of the broad ligament. The risk factors appear similar to those of the ovary. Fallopian tube carcinomas are a component of the hereditary breast-ovarian cancer syndrome caused by BRCA1 and BRCA2 germline mutations.",category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C75,- - - - Malignant neoplasms of placenta,,,,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B6,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C75.0,- - - - - Malignant trophoblastic neoplasms of placenta,,,"A diverse group of pregnancy-related tumours characterised by excessive proliferation of trophoblasts. Representative examples include hydatidiform mole, gestational choriocarcinoma, and placental site trophoblastic tumour.",category,2
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C76,- - - - Malignant neoplasms of corpus uteri,,,"A malignant neoplasm that affects the uterine corpus. Representative examples include endometrial carcinoma, carcinosarcoma, leiomyosarcoma, and adenosarcoma.",category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C77,- - - - Malignant neoplasms of cervix uteri,,,Primary or metastatic malignant neoplasm involving the cervix.,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C78,"- - - - Malignant neoplasms of uterus, part not specified",,,,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C80,- - - - Malignant neoplasms of testis,,,"A primary or metastatic malignant neoplasm that affects the testis. Representative examples include seminoma, embryonal carcinoma, sarcoma, leukaemia, and lymphoma.",category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C81,- - - - Malignant neoplasms of penis,,,A primary or metastatic malignant neoplasm that affects the penis. Representative examples include penile carcinoma and penile sarcoma.,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C82,- - - - Malignant neoplasms of prostate,,,"Prostate cancer contributes significantly to the overall cancer burden, being the most frequent malignant neoplasia in men. The number of cases has continuously increased over the past decades, partly due to the higher life expectancy. An additional factor is the Western lifestyle, characterised by a highly caloric diet and lack of physical exercise. Epidemiological data indicates that black people are most susceptible, followed by white people, while Asian people have the lowest risk. The extent to which prostate cancer mortality can be reduced by PSA screening, is currently being evaluated. Histopathological diagnosis and grading play a major role in the management of prostate cancer",category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C83,- - - - Malignant neoplasms of scrotum,,,,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C90,"- - - - Malignant neoplasms of kidney, except renal pelvis",,,"Cancer of the kidney amounts to 2% of the total human cancer burden, with approximately 190,000 new cases diagnosed each year. They occur in all world regions, with a preference for developed countries. Etiological factors include environmental carcinogens (tobacco smoking) and lifestyle factors, in particular obesity. Although renal tumours can be completely removed surgically, haematogeneous metastasis is frequent and may occur already at an early stage of the disease. The pattern of somatic mutations in kidney tumours has been extensively investigated and has become, in addition to histopathology, a major criterion for classification. Kidney tumours also occur in the setting of several inherited cancer syndromes, including von Hippel-Lindau disease.",category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C91,- - - - Malignant neoplasms of renal pelvis,,,Abnormal malignant growth of the cells within the renal pelvis.,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C92,- - - - Malignant neoplasms of ureter,,,A primary or metastatic malignant tumour involving the ureter. The majority are carcinomas.,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C93,- - - - Malignant neoplasms of urethra or paraurethral gland,,,,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2C94,- - - - Malignant neoplasms of bladder,,,A primary or metastatic malignant neoplasm involving the bladder.,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2D00,- - - - Malignant neoplasm of conjunctiva,,,A malignant growth of cells within the conjunctiva of the eye.,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2D02,- - - - Malignant neoplasm of retina,,,Abnormal growth of cells comprising the retina with malignant characteristics.,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2D02.2,- - - - - Retinoblastoma,,,"Retinoblastoma is the most common intraocular malignancy in children. It is a life threatening condition but is potentially curable. It can be hereditary or non-hereditary, unilateral or bilateral (unilateral retinoblastoma, bilateral retinoblastoma, see these terms).",category,2
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2D03,- - - - Malignant neoplasm of lacrimal apparatus,,,,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2D04,- - - - Malignant neoplasm of orbit,,,A primary or metastatic malignant neoplasm involving the orbit.,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2D05,- - - - Malignant neoplasm of choroid,,,,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2D06,- - - - Malignant neoplasm of ciliary body,,,,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2D07,- - - - Malignant neoplasm of iris,,,,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2D10,- - - - Malignant neoplasms of thyroid gland,,,A primary or metastatic malignant neoplasm affecting the thyroid gland.,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2D11,- - - - Malignant neoplasms of adrenal gland,,,"Tumours arising from the adrenal cortex include adenomas and carcinomas. These are rare neoplasms but may cause a variety of hormonal symptoms, including hyperaldosteronism, Cushing syndrome, and virilisation. A small fraction of adrenocortical tumours are associated with an inherited tumour syndrome, including Li-Fraumeni syndrome and Carney complex. Benign and malignant phaeochromocytomas arise in the adrenal medulla and are derived from chromaffin cells of neural crest origin. Phaeochromocytomas may occur in the setting of several hereditary conditions, including multiple endocrine neoplasia types 2a and 2b, von Hippel Lindau disease and neurofibromatosis. Extra adrenal paragangliomas arise from chromaffin cells in sympathoadrenal and parasympathetic paraganglia. They occur in many parts of the body and can pose a significant challenge to surgeons and oncologists. Some function as chemoreceptors, others are endocrinologically active. Familial paragangliomas are associated with mutations of the mitochondrial complex II genes.",category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2D11.2,- - - - - Neuroblastoma of adrenal gland,,,"Neuroblastomas are malignant tumours that form in certain types of the nerve tissue. It most often begins in the adrenal gland. About 1 out of 3 neuroblastomas start in the adrenal glands and about 1 out of 4 begin in sympathetic nerve ganglia in the abdomen. Most of the rest start in sympathetic ganglia near the spine in the chest or neck, or in the pelvis.",category,2
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2_2B5,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",2D12,- - - - Malignant neoplasms of other endocrine glands or related structures,,,,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2D5,- - Malignant neoplasm metastases,2D50,- - - Malignant neoplasm metastasis in brain,,,A malignant neoplasm that has spread to the brain from another anatomic site or system. The majority are carcinomas (usually lung or breast carcinomas).,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2D5,- - Malignant neoplasm metastases,2D51,- - - Malignant neoplasm metastasis in meninges,,,,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2D5,- - Malignant neoplasm metastases,2D52,"- - - Malignant neoplasm metastasis in spinal cord, cranial nerves or remaining parts of central nervous system",,,,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2D5,- - Malignant neoplasm metastases,2D60,- - - - Malignant neoplasm metastasis in lymph node of a single region,,,,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2D5,- - Malignant neoplasm metastases,2D61,- - - - Malignant neoplasm metastases in lymph nodes of multiple regions,,,,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2D5,- - Malignant neoplasm metastases,2D6Z,- - - - Metastatic malignant neoplasm to unspecified lymph node,,,,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2D5,- - Malignant neoplasm metastases,2D70,- - - - Malignant neoplasm metastasis in lung,,,,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2D5,- - Malignant neoplasm metastases,2D71,- - - - Malignant neoplasm metastasis in mediastinum,,,The spread of cancer to the mediastinum from an adjacent or distant anatomic site.,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2D5,- - Malignant neoplasm metastases,2D72,- - - - Malignant neoplasm metastasis in pleura,,,The spread of cancer to the pleura from an adjacent or distant anatomic site.,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2D5,- - Malignant neoplasm metastases,2D80,- - - - Malignant neoplasm metastasis in liver or intrahepatic bile duct,,,Malignant neoplasms that have metastasized to the liver from extrahepatic primary tumours.,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2D5,- - Malignant neoplasm metastases,2D90,- - - - Malignant neoplasm metastasis in retroperitoneum,,,,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2D5,- - Malignant neoplasm metastases,2D91,- - - - Malignant neoplasm metastasis in peritoneum,,,,category,1
2,Neoplasms,BlockL1-2B5,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2D5,- - Malignant neoplasm metastases,2E03,- - - - Malignant neoplasm metastasis in bone or bone marrow,,,The spread of a malignant neoplasm from a primary site to the skeletal system. The majority of metastatic neoplasms to the bone are carcinomas.,category,1
2,Neoplasms,BlockL1-2E6,"- In situ neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",,,2E60,"- - Carcinoma in situ of oral cavity, oesophagus or stomach",,,,category,1
2,Neoplasms,BlockL1-2E6,"- In situ neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",,,2E60.1,- - - Carcinoma in situ of oesophagus,,,,category,2
2,Neoplasms,BlockL1-2E6,"- In situ neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",,,2E60.2,- - - Carcinoma in situ of stomach,,,"Stage 0 includes: Tis, N0, M0. Tis: Carcinoma in situ: intraepithelial tumour without invasion of the lamina propria. N0: No regional lymph node metastasis. M0: No distant metastasis.",category,2
2,Neoplasms,BlockL1-2E6,"- In situ neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",,,2E61,- - Carcinoma in situ of other or unspecified digestive organs,,,,category,1
2,Neoplasms,BlockL1-2E6,"- In situ neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",,,2E61.0,- - - Carcinoma in situ of colon,,,"Stage 0 includes: Tis, N0, M0. Tis: Carcinoma in situ: intraepithelial or invasion of lamina propria. N0: No regional lymph node metastasis. M0: No distant metastasis.",category,2
2,Neoplasms,BlockL1-2E6,"- In situ neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",,,2E61.1,- - - Carcinoma in situ of rectum,,,Malignant epithelial tumour of rectum that has not invaded adjacent tissue of the large intestine.,category,2
2,Neoplasms,BlockL1-2E6,"- In situ neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",,,2E61.2,- - - Carcinoma in situ of anal canal,,,Malignant epithelial tumour that has not invaded beyond the epithelium of the anal canal.,category,2
2,Neoplasms,BlockL1-2E6,"- In situ neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",,,2E63,- - Melanoma in situ neoplasms,,,"Stage 0 includes: Tis, N0, M0. Tis: Melanoma in situ. N0: No regional lymph node metastases. M0: No detectable evidence of distant metastases.",category,1
2,Neoplasms,BlockL1-2E6,"- In situ neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",,,2E63.0,- - - Melanoma in situ of skin,,,Malignant melanoma confined to the epidermis and described as being in radial growth phase.,category,2
2,Neoplasms,BlockL1-2E6,"- In situ neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",,,2E65,- - Carcinoma in situ of breast,,,,category,1
2,Neoplasms,BlockL1-2E6,"- In situ neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",,,2E66,- - Carcinoma in situ of cervix uteri,,,,category,1
2,Neoplasms,BlockL1-2E6,"- In situ neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",,,2E67,- - Carcinoma in situ of other or unspecified genital organs,,,,category,1
2,Neoplasms,BlockL1-2E6,"- In situ neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",,,2E67.0,- - - Carcinoma in situ of endometrium,,,,category,2
2,Neoplasms,BlockL1-2E6,"- In situ neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",,,2E67.1,- - - Carcinoma in situ of vulva,,,,category,2
2,Neoplasms,BlockL1-2E8,"- Benign neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2E8,- - Benign mesenchymal neoplasms,2E80,- - - Benign lipomatous neoplasm,,,A benign tumour composed of adipose (fatty) tissue. The most common representative of this category is the lipoma.,category,1
2,Neoplasms,BlockL1-2E8,"- Benign neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2E8,- - Benign mesenchymal neoplasms,2E80.0,- - - - Lipoma,,,,category,2
2,Neoplasms,BlockL1-2E8,"- Benign neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2E8,- - Benign mesenchymal neoplasms,2E81,- - - Benign vascular neoplasms,,,,category,1
2,Neoplasms,BlockL1-2E8,"- Benign neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2E8,- - Benign mesenchymal neoplasms,2E81.0,- - - - Neoplastic haemangioma,,,,category,2
2,Neoplasms,BlockL1-2E8,"- Benign neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2E8,- - Benign mesenchymal neoplasms,2E83,- - - Benign osteogenic tumours,,,,category,1
2,Neoplasms,BlockL1-2E8,"- Benign neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2E8,- - Benign mesenchymal neoplasms,2E86,- - - Benign smooth muscle or skeletal muscle tumour,,,,category,1
2,Neoplasms,BlockL1-2E8,"- Benign neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2E8,- - Benign mesenchymal neoplasms,2E86.0,- - - - Leiomyoma of uterus,,,"A well-circumscribed benign smooth muscle neoplasm characterised by the presence of spindle cells with cigar-shaped nuclei, interlacing fascicles, and a whorled pattern.",category,2
2,Neoplasms,BlockL1-2E8,"- Benign neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2E8,- - Benign mesenchymal neoplasms,2E86.2,- - - - Rhabdomyoma,,,,category,2
2,Neoplasms,BlockL1-2E8,"- Benign neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2E8,- - Benign mesenchymal neoplasms,2E87,- - - Benign gastrointestinal stromal tumour,,,,category,1
2,Neoplasms,BlockL1-2E8,"- Benign neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2E8,- - Benign mesenchymal neoplasms,2E8Z,"- - - Benign mesenchymal neoplasms, unspecified",,,,category,1
2,Neoplasms,BlockL1-2E8,"- Benign neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2E9,- - Benign non-mesenchymal neoplasms,2E91,- - - Benign neoplasm of major salivary glands,,,,category,1
2,Neoplasms,BlockL1-2E8,"- Benign neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",BlockL2-2E9,- - Benign non-mesenchymal neoplasms,2E92,- - - Benign neoplasm of digestive organs,,,"A neoplasm of other and/or ill-defined parts of the digestive system which is characterised by the absence of morphologic features associated with malignancy (severe cytologic atypia, tumour cell necrosis, and high mitotic rate). Benign neoplasms remain confined to the original site of growth and only rarely metastasize to other anatomic sites.",category,1
